cod_programa_siconv,data_disponibilizacao,data_fim_beneficiario_especifico,data_fim_emenda_parlamentar,data_fim_recebimento_propostas,data_inicio_beneficiario_especifico,data_inicio_emenda_parlamentar,data_inicio_recebimento_propostas,nome,obriga_plano_trabalho,orgao_executor,orgao_mandatario,orgao_superior,orgao_vinculado
"3600020120023","2012-04-12",,"2012-12-08",,,"2012-04-04",,"REDE CEGONHA / AMBIÊNCIA DOS SERVIÇOS DE PARTO - AMPLIACAO DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE - PROGRAMA/AÇÃO (2015.8535) - ORGAO MUNICIPAL - EMENDA PARLAMENTAR - CP 2%","True","36000",,"36000","36000"
"3600020120024","2012-04-12",,"2012-09-14",,,"2012-04-04",,"REDE CEGONHA / AMBIENCIA DOS SERVIÇOS DE PARTO - AMPLIACAO DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE - PROGRAMA/ACAO (2015.8535) - ORGAO MUNICIPAL - EMENDA PARLAMENTAR - CP 4%","True","36000",,"36000","36000"
"3600020120025","2012-04-12",,"2012-09-14",,,"2012-04-04",,"REDE CEGONHA / AMBIENCIA DOS SERVIÇOS DE PARTO - AMPLIACAO DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE - PROGRAMA/AÇÃO (20158535) - ORGAO MUNICIPAL - EMENDA PARLAMENTAR - CP 8%","True","36000",,"36000","36000"
"3600020120026","2012-04-12",,"2012-09-14",,,"2012-04-04",,"REDE CEGONHA / AMBIENCIA DOS SERVIÇOS DE PARTO - REFORMA DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE - PROGRAMA/AÇÃO (2015.8535) - ORGAO MUNICIPAL - EMENDA PARLAMENTAR - CP 2%","True","36000",,"36000","36000"
"3600020120027","2012-04-12",,"2012-09-14",,,"2012-04-04",,"REDE CEGONHA / AMBIENCIA DOS SERVICOS DE PARTO - REFORMA DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE - PROGRAMA/AÇÃO (2015.8535 - ORGÃO MUNICIPAL - EMENDA PARLAMENTAR - CP 4%","True","36000",,"36000","36000"
"3600020120028","2012-04-12",,"2012-09-14",,,"2012-04-04",,"REDE CEGONHA / AMBIENCIA DOS SERVICOS DE PARTO - REFORMA DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE - PROGRAMA/AÇÃO (20158535) - ORGAO MUNICIPAL - EMENDA PARLAMENTAR - CP 8%","True","36000",,"36000","36000"
"3600020120029","2012-04-12",,"2012-09-14",,,"2012-04-04",,"REDE CEGONHA / AMBIENCIA DOS SERVICOS DE PARTO - AMPLIAÇÃO DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE - PROGRAMA/AÇÃO (2015.8535) -  ORGAO ESTADUAL - EMENDA PARLAMENTAR - CP 5%","True","36000",,"36000","36000"
"3600020120030","2012-04-12",,"2012-09-14",,,"2012-04-04",,"REDE CEGONHA / AMBIENCIA DOS SERVICOS DE PARTO - AMPLIACAO DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE - PROGRAMA/ACAO (2015.8535) - ORGAO ESTADUAL - EMENDA PARLAMENTAR - CP 10%","True","36000",,"36000","36000"
"3600020120031","2012-04-12",,"2012-09-14",,,"2012-04-04",,"REDE CEGONHA / AMBIENCIA DOS SERVICOS DE PARTO - REFORMA DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE - PROGRAMA/ACAO (2015.8535) - ORGAO ESTADUAL - EMENDA PARLAMENTAR - CP 5%","True","36000",,"36000","36000"
"3600020120032","2012-04-12",,"2012-09-14",,,"2012-04-04",,"REDE CEGONHA / AMBIENCIA DOS SERVICOS DE PARTO - REFORMA DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE - PROGRAMA/ACAO (2015.8535) - ORGAO ESTADUAL - EMENDA PARLAMENTAR - CP 10%","True","36000",,"36000","36000"
"3600020120033","2012-04-09",,"2012-09-14",,,"2012-04-04",,"REDE CEGONHA / CENTRO DE PARTO NORMAL - AMPLIACAO DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE - PROGRAMA/ACAO (2015.8535) - CONSÓRCIO PÚBLICO - EMENDA PARLAMENTAR - CP 2%","True","36000",,"36000","36000"
"3600020120034","2012-04-09",,"2012-09-14",,,"2012-04-04",,"REDE CEGONHA / CENTRO DE PARTO NORMAL - REFORMA DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE - PROGRAMA/AÇÃO (2015.8535) - CONSÓRCIO PÚBLICO - EMENDA PARLAMENTAR - CP 2%","True","36000",,"36000","36000"
"3600020120035","2012-04-11",,"2012-09-14",,,"2012-04-04",,"REDE DE ATENCAO ONCOLOGICA /  SERVICO DE REFERENCIA DIAGNOSTICO CANCER COLO DE UTERO - AMPLIAÇÃO DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE - PROGRAMA/AÇÃO (2015.8535) - ORGAO MUNICIPAL - EMENDA PARLAMENTAR - CP 2%","True","36000",,"36000","36000"
"3600020120036","2012-04-11",,"2012-09-14",,,"2012-04-04",,"REDE DE ATENCAO ONCOLOGICA /  SERVICO DE REFERENCIA DIAGNOSTICO CANCER COLO DE UTERO - AMPLIAÇÃO DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE - PROGRAMA/AÇÃO (2015.8535) - ORGAO MUNICIPAL - EMENDA PARLAMENTAR - CP 4%","True","36000",,"36000","36000"
"3600020120037","2012-04-11",,"2012-09-14",,,"2012-04-04",,"REDE DE ATENCAO ONCOLOGICA /  SERVICO DE REFERENCIA DIAGNOSTICO CANCER COLO DE UTERO - AMPLIAÇÃO DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE - PROGRAMA/AÇÃO (2015.8535) - ORGAO MUNICIPAL - EMENDA PARLAMENTAR - CP 8%","True","36000",,"36000","36000"
"3600020120038","2012-04-11",,"2012-09-14",,,"2012-04-04",,"REDE DE ATENCAO ONCOLOGICA /  SERVICO DE REFERENCIA DIAGNOSTICO CANCER COLO DE UTERO - AMPLIAÇÃO DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE - PROGRAMA/AÇÃO (2015.8535) - ORGAO ESTADUAL - EMENDA PARLAMENTAR - CP 5%","True","36000",,"36000","36000"
"3600020120039","2012-04-11",,"2012-09-14",,,"2012-04-04",,"REDE DE ATENCAO ONCOLOGICA /  SERVICO DE REFERENCIA DIAGNOSTICO CANCER COLO DE UTERO - AMPLIAÇÃO DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE - PROGRAMA/AÇÃO (2015.8535) - ORGAO ESTADUAL - EMENDA PARLAMENTAR - CP 10%","True","36000",,"36000","36000"
"3600020120040","2012-04-11",,"2012-09-14",,,"2012-04-04",,"REDE DE ATENCAO ONCOLOGICA / SERVICO DE REFERENCIA DIAGNOSTICO CANCER COLO DE UTERO - AMPLIAÇÃO DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE - PROGRAMA/AÇÃO (2015.8535) - CONSORCIO PUBLICO - EMENDA PARLAMENTAR - CP 2%","True","36000",,"36000","36000"
"3600020120041","2012-04-13",,"2012-09-14",,,"2012-04-04",,"REDE CEGONHA / CASA DE GESTANTE E BEBÊ - AMPLIAÇÃO DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE - PROGRAMA/ACAO (2015.8535) - CONSORCIO PUBLICO - EMENDA PARLAMENTAR - CP 2%","True","36000",,"36000","36000"
"3600020120042","2012-04-13",,"2012-09-14",,,"2012-04-04",,"REDE CEGONHA / CASA DE GESTANTE E BEBE - REFORMA DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE - PROGRAMA/ACAO (2015.8535) - CONSORCIO PUBLICO - EMENDA PARLAMENTAR - CP 2%","True","36000",,"36000","36000"
"3600020120043","2012-04-13",,"2012-09-14",,,"2012-04-04",,"REDE CEGONHA / AMBIÊNCIA DOS SERVIÇOS DE PARTO - AMPLIACAO DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE - PROGRAMA/AÇÃO (2015.8535) - CONSORCIO PUBLICO- EMENDA PARLAMENTAR - CP 2%","True","36000",,"36000","36000"
"3600020120044","2012-04-13",,"2012-09-14",,,"2012-04-04",,"REDE CEGONHA / AMBIENCIA DOS SERVIÇOS DE PARTO - REFORMA DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE - PROGRAMA/AÇÃO (2015.8535) - CONSORCIO PUBLICO - EMENDA PARLAMENTAR - CP 2%","True","36000",,"36000","36000"
"3600020120047","2012-04-11",,"2012-09-14",,,"2012-04-04",,"REDE DE ATENCAO ONCOLOGICA /  SERVICO DE REFERENCIA DIAGNOSTICO CANCER COLO DE UTERO - REFORMA DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE - PROGRAMA/AÇÃO (2015.8535) - ORGAO MUNICIPAL - EMENDA PARLAMENTAR - CP 2%","True","36000",,"36000","36000"
"3600020120048","2012-04-11",,"2012-09-14",,,"2012-04-04",,"REDE DE ATENCAO ONCOLOGICA /  SERVICO DE REFERENCIA DIAGNOSTICO CANCER COLO DE UTERO - REFORMA DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE - PROGRAMA/AÇÃO (2015.8535) - ORGAO MUNICIPAL - EMENDA PARLAMENTAR - CP 4%","True","36000",,"36000","36000"
"3600020120049","2012-04-11",,"2012-09-14",,,"2012-04-04",,"REDE DE ATENCAO ONCOLOGICA /  SERVICO DE REFERENCIA DIAGNOSTICO CANCER COLO DE UTERO - REFORMA DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE - PROGRAMA/AÇÃO (2015.8535) - ORGAO MUNICIPAL - EMENDA PARLAMENTAR - CP 8%","True","36000",,"36000","36000"
"3600020120050","2012-04-11",,"2012-09-14",,,"2012-04-04",,"REDE DE ATENCAO ONCOLOGICA /  SERVICO DE REFERENCIA DIAGNOSTICO CANCER COLO DE UTERO - REFORMA DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE - PROGRAMA/AÇÃO (2015.8535) - ORGAO ESTADUAL - EMENDA PARLAMENTAR - CP 5%","True","36000",,"36000","36000"
"3600020120051","2012-04-11",,"2012-09-14",,,"2012-04-04",,"REDE DE ATENCAO ONCOLOGICA /  SERVICO DE REFERENCIA DIAGNOSTICO CANCER COLO DE UTERO - REFORMA DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE - PROGRAMA/AÇÃO (2015.8535) - ORGAO ESTADUAL - EMENDA PARLAMENTAR - CP 10%","True","36000",,"36000","36000"
"3600020120052","2012-04-11",,"2012-09-14",,,"2012-04-04",,"REDE DE ATENCAO ONCOLOGICA /  SERVICO DE REFERENCIA DIAGNOSTICO CANCER COLO DE UTERO - REFORMA DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE - PROGRAMA/AÇÃO (2015.8535) - CONSORCIO PUBLICO - EMENDA PARLAMENTAR - CP 2%","True","36000",,"36000","36000"
"3600020120053","2012-04-12",,"2012-09-14",,,"2012-04-04",,"REDE DE ATENCAO ONCOLOGICA /  SERVICO DE REFERENCIA DIAGNOSTICO CANCER MAMA - AMPLIACAO DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE - PROGRAMA/AÇÃO (2015.8535) - ORGAO MUNICIPAL - EMENDA PARLAMENTAR - CP 2%","True","36000",,"36000","36000"
"3600020120054","2012-04-12",,"2012-09-14",,,"2012-04-04",,"REDE DE ATENCAO ONCOLOGICA /  SERVICO DE REFERENCIA DIAGNOSTICO CANCER MAMA - AMPLIACAO DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE - PROGRAMA/AÇÃO (2015.8535) - ORGAO MUNICIPAL - EMENDA PARLAMENTAR - CP 4%","True","36000",,"36000","36000"
"3600020120055","2012-04-12",,"2012-09-14",,,"2012-04-04",,"REDE DE ATENCAO ONCOLOGICA /  SERVICO DE REFERENCIA DIAGNOSTICO CANCER MAMA - AMPLIACAO DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE - PROGRAMA/AÇÃO (2015.8535) - ORGAO MUNICIPAL - EMENDA PARLAMENTAR - CP 8%","True","36000",,"36000","36000"
"3600020120056","2012-04-12",,"2012-09-14",,,"2012-04-04",,"REDE DE ATENCAO ONCOLOGICA /  SERVICO DE REFERENCIA DIAGNOSTICO CANCER MAMA - AMPLIACAO DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE - PROGRAMA/AÇÃO (2015.8535) - ORGAO ESTADUAL - EMENDA PARLAMENTAR - CP 5%","True","36000",,"36000","36000"
"3600020120057","2012-04-12",,"2012-09-14",,,"2012-04-04",,"REDE DE ATENCAO ONCOLOGICA /  SERVICO DE REFERENCIA DIAGNOSTICO CANCER MAMA - AMPLIACAO DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE - PROGRAMA/AÇÃO (2015.8535) -  ORGAO ESTADUAL - EMENDA PARLAMENTAR - CP 10%","True","36000",,"36000","36000"
"3600020120058","2012-04-12",,"2012-09-14",,,"2012-04-04",,"REDE DE ATENCAO ONCOLOGICA /  SERVICO DE REFERENCIA DIAGNOSTICO CANCER MAMA - AMPLIACAO DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE - PROGRAMA/AÇÃO (2015.8535) - CONSORCIO PUBLICO - EMENDA PARLAMENTAR - CP 2%","True","36000",,"36000","36000"
"3600020120065","2012-04-12",,"2012-09-14",,,"2012-04-04",,"REDE DE ATENCAO ONCOLOGICA /  SERVICO DE REFERENCIA DIAGNOSTICO CANCER MAMA - REFORMA DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE - PROGRAMA/AÇÃO (2015.8535) - ORGAO MUNICIPAL - EMENDA PARLAMENTAR - CP 2%","True","36000",,"36000","36000"
"3600020120066","2012-04-12",,"2012-09-14",,,"2012-04-04",,"REDE DE ATENCAO ONCOLOGICA /  SERVICO DE REFERENCIA DIAGNOSTICO CANCER MAMA - REFORMA DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE - PROGRAMA/AÇÃO (2015.8535) - ORGAO MUNICIPAL - EMENDA PARLAMENTAR - CP 4%","True","36000",,"36000","36000"
"3600020120067","2012-04-12",,"2012-09-14",,,"2012-04-04",,"REDE DE ATENCAO ONCOLOGICA /  SERVICO DE REFERENCIA DIAGNOSTICO CANCER MAMA - REFORMA DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE - PROGRAMA/AÇÃO (2015.8535) - ORGAO MUNICIPAL - EMENDA PARLAMENTAR - CP 8%","True","36000",,"36000","36000"
"3600020120068","2012-04-12",,"2012-09-14",,,"2012-04-04",,"REDE DE ATENCAO ONCOLOGICA /  SERVICO DE REFERENCIA DIAGNOSTICO CANCER MAMA - REFORMA DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE - PROGRAMA/AÇÃO (2015.8535) - ORGAO ESTADUAL - EMENDA PARLAMENTAR - CP 5%","True","36000",,"36000","36000"
"3600020120069","2012-04-12",,"2012-09-14",,,"2012-04-04",,"REDE DE ATENCAO ONCOLOGICA /  SERVICO DE REFERENCIA DIAGNOSTICO CANCER MAMA - REFORMA DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE - PROGRAMA/AÇÃO (2015.8535) - ORGAO ESTADUAL - EMENDA PARLAMENTAR - CP 10%","True","36000",,"36000","36000"
"3600020120070","2012-04-12",,"2012-09-14",,,"2012-04-04",,"REDE DE ATENCAO ONCOLOGICA /  SERVICO DE REFERENCIA DIAGNOSTICO CANCER MAMA - REFORMA DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE - PROGRAMA/AÇÃO (2015.8535) - CONSORCIO PUBLICO - EMENDA PARLAMENTAR - CP 2%","True","36000",,"36000","36000"
"3600020120071","2012-04-11",,"2012-09-14",,,"2012-04-04",,"REDE DE ATENCAO ONCOLOGICA /  CENTRO DE ALTA COMPLEXIDADE E ONCOLOGIA - CONSTRUCAO DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE - PROGRAMA/AÇÃO (2015.8535) - ORGAO MUNICIPAL - EMENDA PARLAMENTAR - CP 2%","True","36000",,"36000","36000"
"3600020120072","2012-04-11",,"2012-09-14",,,"2012-04-04",,"REDE DE ATENCAO ONCOLOGICA /  CENTRO DE ALTA COMPLEXIDADE E ONCOLOGIA - CONSTRUCAO DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE - PROGRAMA/AÇÃO (2015.8535) - ORGAO MUNICIPAL - EMENDA PARLAMENTAR - CP 4%","True","36000",,"36000","36000"
"3600020120073","2012-04-11",,"2012-09-14",,,"2012-04-04",,"REDE DE ATENCAO ONCOLOGICA /  CENTRO DE ALTA COMPLEXIDADE E ONCOLOGIA - CONSTRUCAO DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE - PROGRAMA/AÇÃO (2015.8535) - ORGAO MUNICIPAL - EMENDA PARLAMENTAR - CP 8%","True","36000",,"36000","36000"
"3600020120074","2012-04-11",,"2012-06-10",,,"2012-04-04",,"REDE DE ATENCAO ONCOLOGICA /  CENTRO DE ALTA COMPLEXIDADE E ONCOLOGIA - CONSTRUCAO DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE - PROGRAMA/AÇÃO (2015.8535) - ORGAO ESTADUAL - EMENDA PARLAMENTAR - CP 5%","True","36000",,"36000","36000"
"3600020120075","2012-04-11",,"2012-09-14",,,"2012-04-04",,"REDE DE ATENCAO ONCOLOGICA /  CENTRO DE ALTA COMPLEXIDADE E ONCOLOGIA - CONSTRUCAO DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE - PROGRAMA/AÇÃO (2015.8535) - ORGAO ESTADUAL - EMENDA PARLAMENTAR - CP 10%","True","36000",,"36000","36000"
"3600020120076","2012-04-11",,"2012-11-23",,,"2012-04-04",,"REDE DE ATENCAO ONCOLOGICA /  CENTRO DE ALTA COMPLEXIDADE E ONCOLOGIA - CONSTRUCAO DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE - PROGRAMA/AÇÃO (2015.8535) - CONSORCIO PUBLICO - EMENDA PARLAMENTAR - CP 2%","True","36000",,"36000","36000"
"3600020120077","2012-04-11",,"2012-09-14",,,"2012-04-04",,"REDE DE ATENCAO ONCOLOGICA /  CENTRO DE ALTA COMPLEXIDADE E ONCOLOGIA - REFORMA DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE - PROGRAMA/AÇÃO (2015.8535) - ORGAO MUNICIPAL - EMENDA PARLAMENTAR - CP 2%","True","36000",,"36000","36000"
"3600020120078","2012-04-11",,"2012-09-14",,,"2012-04-04",,"REDE DE ATENCAO ONCOLOGICA /  CENTRO DE ALTA COMPLEXIDADE E ONCOLOGIA - REFORMA DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE - PROGRAMA/AÇÃO (2015.8535) - ORGAO MUNICIPAL - EMENDA PARLAMENTAR - CP 4%","True","36000",,"36000","36000"
"3600020120079","2012-04-11",,"2012-09-14",,,"2012-04-04",,"REDE DE ATENCAO ONCOLOGICA /  CENTRO DE ALTA COMPLEXIDADE E ONCOLOGIA - REFORMA DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE - PROGRAMA/AÇÃO (2015.8535) - ORGAO MUNICIPAL - EMENDA PARLAMENTAR - CP 8%","True","36000",,"36000","36000"
"3600020120080","2012-04-11",,"2012-09-14",,,"2012-04-04",,"REDE DE ATENCAO ONCOLOGICA /  CENTRO DE ALTA COMPLEXIDADE E ONCOLOGIA - REFORMA DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE - PROGRAMA/AÇÃO (2015.8535) - ORGAO ESTADUAL - EMENDA PARLAMENTAR - CP 5%","True","36000",,"36000","36000"
"3600020120081","2012-04-11",,"2012-09-14",,,"2012-04-04",,"REDE DE ATENCAO ONCOLOGICA /  CENTRO DE ALTA COMPLEXIDADE E ONCOLOGIA - REFORMA DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE - PROGRAMA/AÇÃO (2015.8535) - ORGAO ESTADUAL - EMENDA PARLAMENTAR - CP 10%","True","36000",,"36000","36000"
"3600020120082","2012-04-11",,"2012-09-14",,,"2012-04-04",,"REDE DE ATENCAO ONCOLOGICA /  CENTRO DE ALTA COMPLEXIDADE E ONCOLOGIA - REFORMA DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE - PROGRAMA/AÇÃO (2015.8535) - CONSORCIO PUBLICO - EMENDA PARLAMENTAR - CP 2%","True","36000",,"36000","36000"
"3600020120083","2012-04-11",,"2012-10-15",,,"2012-04-04",,"REDE DE ATENCAO AS URGENCIAS E EMERGENCIA / UNIDADES HOSPITALARES - AMPLIAÇÃO DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE - PROGRAMA/AÇÃO (2015.8535) - ORGAO MUNICIPAL - EMENDA PARLAMENTAR - CP 2%","True","36000",,"36000","36000"
"3600020120084","2012-04-11",,"2012-10-15",,,"2012-04-04",,"REDE DE ATENCAO AS URGENCIAS E EMERGENCIA / UNIDADES HOSPITALARES - AMPLIAÇÃO DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE - PROGRAMA/AÇÃO (2015.8535) - ORGAO MUNICIPAL - EMENDA PARLAMENTAR - CP 4%","True","36000",,"36000","36000"
"3600020120085","2012-04-11",,"2012-10-15",,,"2012-04-04",,"REDE DE ATENCAO AS URGENCIAS E EMERGENCIA /  UNIDADES HOSPITALARES - AMPLIAÇÃO DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE - PROGRAMA/AÇÃO (2015.8535) - ORGAO MUNICIPAL - EMENDA PARLAMENTAR - CP 8%","True","36000",,"36000","36000"
"3600020120086","2012-04-11",,"2012-10-15",,,"2012-04-04",,"REDE DE ATENCAO AS URGENCIAS E EMERGENCIA /  UNIDADES HOSPITALARES - AMPLIAÇÃO DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE - PROGRAMA/AÇÃO (2015.8535) - ORGAO ESTADUAL - EMENDA PARLAMENTAR - CP 5%","True","36000",,"36000","36000"
"3600020120087","2012-04-11",,"2012-10-15",,,"2012-04-04",,"REDE DE ATENCAO AS URGENCIAS E EMERGENCIA /  UNIDADES HOSPITALARES - AMPLIAÇÃO DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE - PROGRAMA/AÇÃO (2015.8535) - ORGAO ESTADUAL - EMENDA PARLAMENTAR - CP 10%","True","36000",,"36000","36000"
"3600020120088","2012-04-09",,"2012-10-15",,,"2012-04-04",,"REDE DE ATENCAO AS URGENCIAS E EMERGENCIAS /  UNIDADES HOSPITALARES - AMPLIACAO DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE - PROGRAMA/AÇÃO (2015.8535) - CONSORCIO PUBLICO - EMENDA PARLAMENTAR - CP 2%","True","36000",,"36000","36000"
"3600020120089","2012-04-11",,"2012-10-15",,,"2012-04-04",,"REDE DE ATENCAO AS URGENCIAS E EMERGENCIA / UNIDADES HOSPITALARES - CONSTRUÇÃO DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE - PROGRAMA/AÇÃO (2015.8535) - ORGAO MUNICIPAL - EMENDA PARLAMENTAR - CP 2%","True","36000",,"36000","36000"
"3600020120090","2012-04-09",,"2012-11-21",,,"2012-04-04",,"REDE DE ATENCAO AS URGENCIAS E EMERGENCIA / UNIDADES HOSPITALARES - CONSTRUCAO DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE - PROGRAMA/AÇÃO (2015.8535) - ORGAO MUNICIPAL - EMENDA PARLAMENTAR - CP 4%","True","36000",,"36000","36000"
"3600020120091","2012-04-11",,"2012-10-15",,,"2012-04-04",,"REDE DE ATENCAO AS URGENCIAS E EMERGENCIA /  UNIDADES HOSPITALARES - CONSTRUÇÃO DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE - PROGRAMA/AÇÃO (2015.8535) - ORGAO MUNICIPAL - EMENDA PARLAMENTAR - CP 8%","True","36000",,"36000","36000"
"3600020120092","2012-04-11",,"2012-10-15",,,"2012-04-04",,"REDE DE ATENCAO AS URGENCIAS E EMERGENCIA / UNIDADES HOSPITALARES - CONSTRUÇÃO DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE - PROGRAMA/AÇÃO (2015.8535) - ORGAO ESTADUAL - EMENDA PARLAMENTAR - CP 5%","True","36000",,"36000","36000"
"3600020120093","2012-04-09",,"2012-10-15",,,"2012-04-04",,"REDE DE ATENCAO ÀS URGENCIAS E EMERGENCIAS /  UNIDADES HOSPITALARES - CONSTRUCAO DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE - PROGRAMA/AÇÃO (2015.8535) - ORGAO ESTADUAL - EMENDA PARLAMENTAR - CP 10%","True","36000",,"36000","36000"
"3600020120094","2012-04-09",,"2012-10-15",,,"2012-04-04",,"REDE DE ATENCAO AS URGENCIAS E EMERGENCIAS /  UNIDADES HOSPITALARES - CONSTRUCAO DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE - PROGRAMA/AÇÃO (2015.8535) - CONSORCIO PUBLICO - EMENDA PARLAMENTAR - CP 2%","True","36000",,"36000","36000"
"3600020120095","2012-04-09",,"2012-10-15",,,"2012-04-04",,"REDE DE ATENCAO AS URGENCIAS E EMERGENCIAS /  UNIDADES HOSPITALARES - REFORMA DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE - PROGRAMA/AÇÃO (2015.8535) - ORGAO MUNICIPAL - EMENDA PARLAMENTAR - CP 2%","True","36000",,"36000","36000"
"3600020120096","2012-04-09",,"2012-10-15",,,"2012-04-04",,"REDE DE ATENCAO AS URGENCIAS E EMERGENCIA / UNIDADES HOSPITALARES - REFORMA DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE - PROGRAMA/AÇÃO (2015.8535) - ORGAO MUNICIPAL - EMENDA PARLAMENTAR - CP 4%","True","36000",,"36000","36000"
"3600020120097","2012-04-09",,"2012-10-15",,,"2012-04-04",,"REDE DE ATENCAO AS URGENCIAS E EMERGENCIAS /  UNIDADES HOSPITALARES - REFORMA DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE - PROGRAMA/AÇÃO (2015.8535) - ORGAO MUNICIPAL - EMENDA PARLAMENTAR - CP 8%","True","36000",,"36000","36000"
"3600020120098","2012-04-11",,"2012-10-15",,,"2012-04-04",,"REDE DE ATENCAO AS URGENCIAS E EMERGENCIAS / UNIDADES HOSPITALARES - REFORMA DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE - PROGRAMA/AÇÃO (2015.8535) - ORGAO ESTADUAL - EMENDA PARLAMENTAR - CP 5%","True","36000",,"36000","36000"
"3600020120099","2012-04-09",,"2012-10-15",,,"2012-04-04",,"REDE DE ATENCAO AS URGENCIAS E EMERGENCIAS / UNIDADES HOSPITALARES - REFORMA DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE - PROGRAMA/AÇÃO (2015.8535) - ORGAO ESTADUAL - EMENDA PARLAMENTAR - CP 10%","True","36000",,"36000","36000"
"3600020120100","2012-04-11",,"2012-10-15",,,"2012-04-04",,"REDE DE ATENCAO AS URGENCIAS E EMERGENCIAS /  UNIDADES HOSPITALARES - REFORMA DE UNIDADE DE ATENCAO ESPECIALIZADA EM SAUDE - PROGRAMA/AÇÃO (2015.8535) - CONSORCIO PUBLICO - EMENDA PARLAMENTAR - CP 2%","True","36000",,"36000","36000"
